seq_orgao;cod_municipio;cod_orgao;seq_unidade;cod_unidade;cod_subunidade;num_anoexercicio;num_mesexercicio;dsc_funcao;dsc_subfuncao;dsc_programa;dsc_acao;dsc_subacao;dsc_naturezadespesa;dsc_fonterecurso;dsc_cod_orcamentario;vlr_previsto;vlr_acrescimo;vlr_deducao;vlr_empenhado;vlr_liquidado;vlr_pago;vlr_rspprocessado;vlr_rspnprocessado
2169;3171303;02;261146;2002;2;2018;8;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2004 - MANUTENCAO DAS ATIV DA SEC DE ADMINISTRACAO;;3.1.90.11.03 - PESSOAL DE CARGO EFETIVO (VINCULADO AO RPPS), EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;70422.22;70422.22;73710.67;-3288.45;0
2169;3171303;02;261169;2004;2;2018;8;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2131 - REM DE DOCENTES PROFISSIONAIS DA EDUCACAO;;3.1.90.11.01 - PESSOAL DO FUNDEB (RECURSOS: MÍNIMO DE 60%);101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;930951.23;1061333.83;1061333.83;0;-130382.6
2169;3171303;02;261143;2007;3;2018;7;08 - ASSISTÊNCIA SOCIAL;243 - ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE;0027 - ASSISTIR AS CRIANCAS E ADOLESCENTES DO MUNICIPIO;0026 - CONSORCIO INTERMUNICIPAL DE ASSISTENCIA AO MENOR;;3.3.71.70.00 - RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;84245;84245;0;-84245
2172;3171303;05;261145;5001;2;2018;12;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8011 - MANUTENCAO DO COMITE DE INVEST E CONSELHOS  FP;;3.3.90.36.40 - JETONS A CONSELHEIROS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;441.81;441.81;0;-441.81
2170;3171303;03;261132;3002;-9;2018;5;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;4.4.90.52.99 - OUTROS MATERIAIS PERMANENTES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;4900;4900;0;-4900
2169;3171303;02;261159;2004;1;2018;1;12 - EDUCAÇÃO;365 - EDUCAÇÃO INFANTIL;0015 - ATENDIMENTO E DESENVOLVIMENTO DO ENSINO INFANTIL;1013 - APOIO SUPLEMENTAR AS CRECHESFNDE;;3.3.90.93.00 - INDENIZAÇÕES E RESTITUIÇÕES;146 - OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE;NÃO INFORMADO;500;0;0;0;0;0;0;0
2169;3171303;02;261122;2016;-9;2018;6;20 - AGRICULTURA;608 - PROMOÇÃO DA PRODUÇÃO AGROPECUÁRIA;0031 - PROMOVER O DESENVOLVIMENTO NO MEIO RURAL;2187 - MANUTENCAO DE ESTRADAS VICINAIS;;3.3.90.39.12 - LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;30000;51809.2;0;51809.2;-21809.2
2172;3171303;05;261145;5001;2;2018;7;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8008 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FP;;3.3.90.39.41 - SERVIÇOS DE PERÍCIAS MÉDICAS POR BENEFÍCIOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;608;608;0;-608
2169;3171303;02;261146;2002;2;2018;6;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2035 - MANUTENCAO DOS BENSSERV DA SEC ADMINISTRACAO;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;1141.72;1156.07;-14.35;-1141.72
2169;3171303;02;261146;2002;2;2018;3;06 - SEGURANÇA PÚBLICA;181 - POLICIAMENTO;0006 - SEGURANCA PUBLICA DO MUNICIPIO;0016 - MANUT DO CONVENIO COM O TIRO DE GUERRA;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;211.03;218.72;-7.69;-211.03
2169;3171303;02;261119;2012;-9;2018;5;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2049 - MANUT DOS BENSSERV DA SECRETARIA DE FAZENDA;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;467.75;482.9;-15.15;-467.75
2169;3171303;02;261146;2002;2;2018;7;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;1005 - CONSTRUCAOAMPLIACAO DO ALMOXARIFADO CENTRAL;;4.4.90.51.00 - OBRAS E INSTALAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;20000;0;0;0;0;0;0
2169;3171303;02;261122;2016;-9;2018;12;20 - AGRICULTURA;541 - PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL;0034 - GARANTIR A PRESERVACAO AMBIENTAL;2185 - MANUTENCAO DO FUNDO MUNICIPAL DE MEIO AMBIENTE;;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;1900;0;0;0;0;0
2172;3171303;05;261155;5001;1;2018;1;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0402 - GESTAO ADMINISTRATIVA DO FUNDO FINANCEIRO;8002 - PAGAMENTOS DE PESSOAL E ENCARGOS  FF;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;300000;37481.74;37481.74;0;262518.26
2169;3171303;02;261112;2006;-9;2018;7;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2052 - MANUT DOS BENSSERV DO INSTITUTO DE PLANEJAMENTO;;3.3.90.39.10 - LOCAÇÃO DE IMÓVEIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;5155.68;5155.68;0;-5155.68
2172;3171303;05;261145;5001;2;2018;10;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8009 - PAGAMENTOS DE PESSOAL E ENCARGOS  FP;;3.3.90.49.00 - AUXÍLIO-TRANSPORTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;422.4;422.4;0;-422.4
2169;3171303;02;261146;2002;2;2018;1;28 - ENCARGOS ESPECIAIS;846 - OUTROS ENCARGOS ESPECIAIS;0000 - ENCARGOS ESPECIAIS;0005 - CONTRIBUICAO PARA O PASEP;;3.3.90.47.00 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;1500000;0;0;1500000;98499.67;98499.67;0;1401500.33
2169;3171303;02;261118;2015;-9;2018;11;02 - JUDICIÁRIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2025 - MANUT ATIVIDADES DA PROCURADORIA GERALPESSOAL;;3.1.90.11.09 - SUBSÍDIO DE SECRETÁRIO MUNICIPAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;6561.96;6561.96;6511.74;50.22;0
2168;3171303;01;261135;1001;-9;2018;11;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4003 - MANUTENÇAO DO GABINETE DOS VEREADORES;;3.3.90.36.07 - ESTAGIÁRIOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;5238.41;10390.96;-5152.55;-5238.41
2172;3171303;05;261145;5001;2;2018;10;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8009 - PAGAMENTOS DE PESSOAL E ENCARGOS  FP;;3.1.90.11.03 - PESSOAL DE CARGO EFETIVO (VINCULADO AO RPPS), EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;22274.81;22274.81;0;-22274.81
2169;3171303;02;261167;2004;4;2018;9;12 - EDUCAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2008 - MANUT DAS ATIVIDADES DA SEC DA EDUCACAOPESSOAL;;3.1.91.13.99 - OUTRAS OBRIGAÇÕES;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;31846.75;31846.75;28692.44;3154.31;0
2169;3171303;02;261146;2002;2;2018;6;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2035 - MANUTENCAO DOS BENSSERV DA SEC ADMINISTRACAO;;3.3.90.31.00 - PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENTÍFICAS, DESPORTIVAS E OUTRAS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;2838;0;4338;4338;0;4338;0
2169;3171303;02;261140;2003;2;2018;10;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2082 - MANUTDAS ATIIV DO CENTESTATENCAO ESPECIALIZADA;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;155 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE SAÚDE;NÃO INFORMADO;0;2000;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;6;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2110 - MANUT DO PROGRAMA DE MAMOGRAFIA DE RASTREAMENTO;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;149 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;NÃO INFORMADO;0;0;50000;0;0;0;0;0
2170;3171303;03;261132;3002;-9;2018;12;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;3.3.90.46.00 - AUXÍLIO-ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;20891;20891;20891;0;0
2169;3171303;02;261156;2007;2;2018;7;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2154 - MANUTENCAO DO BLOCO PISO SOCIAL BASICO;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;45000;0;0;0;0;0;0
2169;3171303;02;261153;2017;2;2018;1;19 - CIÊNCIA E TECNOLOGIA;661 - PROMOÇÃO INDUSTRIAL;0019 - INCENTIVO A INDUSTRIALIZACAO;2100 - APOIO AO DISTRITO INDUSTRIAL;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261108;2005;-9;2018;1;15 - URBANISMO;452 - SERVIÇOS URBANOS;0029 - MELHORAR PLANEJAMENTO E SERVICOS URBANOS DA CIDADE;2146 - MANUT DO CEMITERIO;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;3000;0;0;0;0;0;0;0
2169;3171303;02;261111;2013;-9;2018;9;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2072 - MANUT DOS BENSSERV DO SETOR DE PATRIMONIO;;3.3.90.14.00 - DIÁRIAS - PESSOAL CIVIL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;1000;0;0;0;0;0
2169;3171303;02;261111;2013;-9;2018;11;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2024 - MANUT DAS ATIVIDADES DA CONTROLADORIA  PESSOAL;;3.1.91.13.02 - CONTRIBUIÇÃO PATRONAL PARA O RPPS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;334.96;334.96;691.62;-356.66;0
2169;3171303;02;261142;2007;4;2018;9;08 - ASSISTÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2016 - MANUT ATIVID DA SEC POLITICAS SOCIAIS  PESSOAL;;3.1.91.13.02 - CONTRIBUIÇÃO PATRONAL PARA O RPPS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;8729.66;8729.66;6230.49;2499.17;0
2169;3171303;02;261153;2017;2;2018;3;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2129 - MANUTDOS BENSSERVICOS DA SEC DESENVCIENCIA TEC;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1165.68;1446.84;0;1446.84;-281.16
2169;3171303;02;261146;2002;2;2018;6;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0017 - POSSIBILITAR ACESSO DE SERVIDORES ENSINO SUPERIOR;2097 - CONCESSAO DE BOLSAS DE ESTUDO;;3.3.90.18.00 - AUXÍLIO FINANCEIRO A ESTUDANTES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;5000;0;0;0;0;0
2172;3171303;05;261155;5001;1;2018;1;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0402 - GESTAO ADMINISTRATIVA DO FUNDO FINANCEIRO;8004 - MANUTENCAO DO COMITE DE INVEST E CONSELHOS  FF;;3.3.90.93.00 - INDENIZAÇÕES E RESTITUIÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261119;2012;-9;2018;6;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2021 - MANUT DO SUBSIDIO DO SECRETARIO DE FAZENDA;;3.1.90.13.03 - CONTRIBUIÇÃO PATRONAL PARA O INSS (EXCETO A INCIDENTE SOBRE O FUNDEB);100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1450.59;1450.59;1305.42;145.17;0
2169;3171303;02;261151;2014;1;2018;6;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2178 - MANUT DOS BENSSERV DA DIRETORIA DE TRANSITO;;3.3.90.14.05 - DIÁRIAS DE DEMAIS SERVIDORES;157 - MULTAS DE TRÂNSITO;NÃO INFORMADO;0;0;0;319.09;319.09;466.36;-147.27;0
2169;3171303;02;261151;2014;1;2018;12;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2034 - MANUT DOS BENSSERV DA SUPERINTENDENCIA DE GEST;;3.3.90.14.05 - DIÁRIAS DE DEMAIS SERVIDORES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1056;3007.36;6516.79;-3509.43;-1951.36
2169;3171303;02;261147;2003;1;2018;12;10 - SAÚDE;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2037 - MANUT DOS BENSSERV DA SECRETARIA DE SAUDE;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;0;0;0;-728.61;412.15;480.47;-68.32;-1140.76
2169;3171303;02;261147;2003;1;2018;7;10 - SAÚDE;512 - SANEAMENTO BÁSICO URBANO;0034 - GARANTIR A PRESERVACAO AMBIENTAL;1021 - APOIO AO CONTROLE DE QUALIDADE DE AGUA;;4.4.90.51.01 - OBRAS E INSTALAÇÕES DE DOMÍNIO PÚBLICO;224 - TRANSFERÊNCIAS DE CONVÊNIOS NÃO RELACIONADOS À EDUCAÇÃO, À SAÚDE NEM À ASSISTÊNCIA SOCIAL;NÃO INFORMADO;0;0;0;1212638.92;0;0;0;1212638.92
2170;3171303;03;261132;3002;-9;2018;9;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;9002 - AMPLIACAO REFORMA E REAPARELHAMENTO SIST AGUA;;4.4.90.51.01 - OBRAS E INSTALAÇÕES DE DOMÍNIO PÚBLICO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;0;1076;-1076;0
2169;3171303;02;261140;2003;2;2018;10;10 - SAÚDE;304 - VIGILÂNCIA SANITÁRIA;0009 - VIGILANCIA SANITARIA;2070 - MANUTENCAO DAS ATIVIDADES DA VIG SANITARIA;;4.4.90.52.04 - APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAIS E HOSPITALARES;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;0;3000;0;0;0;3000
2168;3171303;01;261137;1002;-9;2018;6;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.37.00 - LOCAÇÃO DE MÃO-DE-OBRA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;22740.2;19101.77;3638.43;-22740.2
2170;3171303;03;261131;3001;-9;2018;10;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.30.07 - GÊNEROS DE ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;909.19;909.19;0;-909.19
2169;3171303;02;261159;2004;1;2018;1;12 - EDUCAÇÃO;365 - EDUCAÇÃO INFANTIL;0001 - APOIO ADMINISTRATIVO;2009 - MANUT DAS ATIVIDADES DO ENSINO INFANTIL  PESSOAL;;3.1.90.04.00 - CONTRATAÇÃO POR TEMPO DETERMINADO;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;500;0;0;0;0;0;0;0
2169;3171303;02;261142;2007;4;2018;11;08 - ASSISTÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2016 - MANUT ATIVID DA SEC POLITICAS SOCIAIS  PESSOAL;;3.1.90.04.99 - OUTROS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;5617.99;5617.99;9447.68;-3829.69;0
2169;3171303;02;261169;2004;2;2018;4;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;2090 - MANUT DAS ATIVIDADES DO ENSINO FUNDAMENTAL  QESE;;3.3.90.39.57 - TRANSPORTE ESCOLAR;147 - TRANSFERÊNCIA DO SALÁRIO-EDUCAÇÃO;NÃO INFORMADO;0;0;0;0;201084.4;58475.94;142608.46;-201084.4
2170;3171303;03;261131;3001;-9;2018;6;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;42729.17;42729.17;42729.17;0;0
2169;3171303;02;261159;2004;1;2018;8;12 - EDUCAÇÃO;365 - EDUCAÇÃO INFANTIL;0001 - APOIO ADMINISTRATIVO;2009 - MANUT DAS ATIVIDADES DO ENSINO INFANTIL  PESSOAL;;3.3.90.49.00 - AUXÍLIO-TRANSPORTE;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;144;144;292.8;-148.8;0
2172;3171303;05;261155;5001;1;2018;6;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0402 - GESTAO ADMINISTRATIVA DO FUNDO FINANCEIRO;8001 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FF;;3.3.90.49.00 - AUXÍLIO-TRANSPORTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;200;200;0;-200
2170;3171303;03;261132;3002;-9;2018;8;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;9002 - AMPLIACAO REFORMA E REAPARELHAMENTO SIST AGUA;;4.4.90.51.02 - OBRAS E INSTALAÇÕES DE DOMÍNIO PATRIMONIAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;20000;0;0;0;20000
2170;3171303;03;261133;3003;-9;2018;7;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0449 - SISTEMA DE ESGOTO;8503 - OPERACAO E MANUTENCAO DO SISTEMA ESGOTO;;3.3.90.39.29 - SERVIÇOS DE ENERGIA ELÉTRICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;125.07;87.16;37.91;-125.07
2169;3171303;02;261159;2004;1;2018;8;12 - EDUCAÇÃO;365 - EDUCAÇÃO INFANTIL;0001 - APOIO ADMINISTRATIVO;2040 - MANUT DOS BENSSERV DO ENSINO INFANTIL;;3.3.90.39.64 - SERVIÇOS BANCÁRIOS;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;102.39;102.39;102.39;0;0
2169;3171303;02;261146;2002;2;2018;8;06 - SEGURANÇA PÚBLICA;181 - POLICIAMENTO;0000 - ENCARGOS ESPECIAIS;0011 - MANUTENCAO CONVENIO COM O CORPO DE BOMBEIROS;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;194.71;194.04;0.67;-194.71
2169;3171303;02;261153;2017;2;2018;6;11 - TRABALHO;332 - RELAÇÕES DE TRABALHO;0000 - ENCARGOS ESPECIAIS;0008 - MANUT DO CONVENIO COM O SINE;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;138.03;94.69;43.34;-138.03
2168;3171303;01;261137;1002;-9;2018;4;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.39.11 - LOCAÇÃO DE SOFTWARES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;0;6032.92;-6032.92;0
2169;3171303;02;261108;2005;-9;2018;6;15 - URBANISMO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2014 - MANUT DAS ATIVIDADES DA SEC DE OBRAS  PESSOAL;;3.1.90.16.00 - OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;48700.85;48700.85;43423.28;5277.57;0
2169;3171303;02;261168;2004;3;2018;10;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2012 - REM DOS DEMAIS SERVICOS EDUCACIONAIS;;3.1.90.04.00 - CONTRATAÇÃO POR TEMPO DETERMINADO;119 - TRANSFERÊNCIAS DO FUNDEB PARA APLICAÇÃO EM OUTRAS DESPESAS DA EDUCAÇÃO BÁSICA;NÃO INFORMADO;0;77983;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;9;10 - SAÚDE;304 - VIGILÂNCIA SANITÁRIA;0009 - VIGILANCIA SANITARIA;2070 - MANUTENCAO DAS ATIVIDADES DA VIG SANITARIA;;3.3.90.30.16 - MATERIAL DE EXPEDIENTE;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;0;0;351.2;351.2;0;-351.2
2169;3171303;02;261156;2007;2;2018;1;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2154 - MANUTENCAO DO BLOCO PISO SOCIAL BASICO;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;1000;0;0;0;0;0;0;0
2171;3171303;04;261127;4001;-9;2018;1;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6001 - MANUTENCAO DAS ATIVIDADES DA ADMINISTRACAO;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;23170;0;0;0;0;0;0;0
2171;3171303;04;261164;4002;1;2018;9;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0003 - FORMACAO E DESENVOLVIMENTO DE RECURSOS HUMANOS;6007 - PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS;;3.1.90.04.99 - OUTROS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;9633.71;9633.71;9497.28;136.43;0
