seq_orgao;cod_municipio;cod_orgao;seq_unidade;cod_unidade;cod_subunidade;num_anoexercicio;num_mesexercicio;dsc_funcao;dsc_subfuncao;dsc_programa;dsc_acao;dsc_subacao;dsc_naturezadespesa;dsc_fonterecurso;dsc_cod_orcamentario;vlr_previsto;vlr_acrescimo;vlr_deducao;vlr_empenhado;vlr_liquidado;vlr_pago;vlr_rspprocessado;vlr_rspnprocessado
2169;3171303;02;261153;2017;2;2018;1;19 - CIÊNCIA E TECNOLOGIA;661 - PROMOÇÃO INDUSTRIAL;0019 - INCENTIVO A INDUSTRIALIZACAO;2100 - APOIO AO DISTRITO INDUSTRIAL;;4.4.90.51.00 - OBRAS E INSTALAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;47500;0;0;0;0;0;0;0
2169;3171303;02;261151;2014;1;2018;10;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2034 - MANUT DOS BENSSERV DA SUPERINTENDENCIA DE GEST;;3.3.90.36.14 - LOCAÇÃO DE IMÓVEIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;3034.22;0;3034.22;-3034.22
2169;3171303;02;261140;2003;2;2018;1;10 - SAÚDE;305 - VIGILÂNCIA EPIDEMIOLÓGICA;0012 - CONTROLE DE DOENCAS TRANSMISSIVEIS;2118 - MANUTENCAO DO CONTROLE DE DOENCAS VIRAIS;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;2000;0;0;0;0;0;0;0
2168;3171303;01;261137;1002;-9;2018;6;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.39.01 - ASSINATURAS DE PERIÓDICOS E ANUIDADES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;64.17;64.17;0;-64.17
2170;3171303;03;261132;3002;-9;2018;1;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;9003 - CONSTAMPREFORMUNIDA CAPTACAO TRAT RESERV;;4.4.90.51.03 - OBRAS E INSTALAÇÕES DE NATUREZA INDUSTRIAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;122001.62;0;0;0;122001.62
2168;3171303;01;261135;1001;-9;2018;3;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4017 - MANUTENÇÃO DAS SESSÕES LEGISLATIVAS;;3.3.90.39.10 - LOCAÇÃO DE IMÓVEIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;2000;0;0;0;2000
2169;3171303;02;261119;2012;-9;2018;4;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2022 - MANUT DAS ATIVIDADES DA SEC DE FAZENDA  PESSOAL;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;16082.86;16082.86;20666.67;-4583.81;0
2169;3171303;02;261140;2003;2;2018;5;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2073 - MANUT DO CAPS E ATEND USUARIOS ALCOOL E DROGAS;;3.3.90.39.33 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;149 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;NÃO INFORMADO;0;0;0;0;189.02;189.02;0;-189.02
2172;3171303;05;261145;5001;2;2018;7;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8008 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FP;;3.3.90.39.64 - SERVIÇOS BANCÁRIOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;223.62;223.62;0;-223.62
2170;3171303;03;261131;3001;-9;2018;9;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.1.90.11.03 - PESSOAL DE CARGO EFETIVO (VINCULADO AO RPPS), EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;73393.99;73393.99;73393.99;0;0
2172;3171303;05;261155;5001;1;2018;3;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0402 - GESTAO ADMINISTRATIVA DO FUNDO FINANCEIRO;8002 - PAGAMENTOS DE PESSOAL E ENCARGOS  FF;;3.1.91.13.99 - OUTRAS OBRIGAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;609.71;609.71;0;-609.71
2171;3171303;04;261127;4001;-9;2018;7;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6005 - PAGAMENTO DE PESSOAL E ENCARGOS SOCIAIS;;3.3.90.46.00 - AUXÍLIO-ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;3340.08;3340.08;3340.08;0;0
2172;3171303;05;261145;5001;2;2018;3;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8011 - MANUTENCAO DO COMITE DE INVEST E CONSELHOS  FP;;3.3.90.36.40 - JETONS A CONSELHEIROS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;441.81;441.81;0;-441.81
2170;3171303;03;261130;3004;-9;2018;10;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0448 - SERVICOS DE LIMPEZA E RESIDUOS SOLIDOS;8504 - MANUTENCAO SERVICOS LIMPEZA DO MUNICIPIO;;3.3.90.39.15 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;5700;0;5700;-5700
2169;3171303;02;261150;2010;5;2018;3;13 - CULTURA;812 - DESPORTO COMUNITÁRIO;0024 - PROMOVER O DESPORTO PARA A POPULACAO;2166 - MANUT BENSSERV DO DEPTO DE ESPORTE E LAZER;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;720;720;0;720;0
2169;3171303;02;261156;2007;2;2018;10;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0027 - ASSISTIR AS CRIANCAS E ADOLESCENTES DO MUNICIPIO;2157 - MANUT DAS ATIV DO PISO MINEIRO DE ASSIT SOCIAL;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;156 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL (FEAS);NÃO INFORMADO;0;0;0;0;650;650;0;-650
2169;3171303;02;261122;2016;-9;2018;5;20 - AGRICULTURA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2181 - MANUTENCAO DOS BENSSERV DA AGROPECUARIA;;3.3.90.14.05 - DIÁRIAS DE DEMAIS SERVIDORES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;822.27;822.27;405;417.27;0
2170;3171303;03;261132;3002;-9;2018;9;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;3.3.90.30.37 - MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;0;3000;-3000;0
2172;3171303;05;261145;5001;2;2018;3;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8008 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FP;;3.3.90.30.26 - MATERIAL ELÉTRICO E ELETRÔNICO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;104.35;0;0;0;104.35
2171;3171303;04;261127;4001;-9;2018;3;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6004 - PARTICIPACAO EM CONGRESSOS, SEMINARIOS E ENCONTROS;;3.3.90.39.34 - SERVIÇO DE SELEÇÃO E TREINAMENTO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;250;250;250;0;0
2169;3171303;02;261112;2006;-9;2018;10;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2023 - MANUTDAS ATIVI INSTITUTO DE PLANEJAMENTOPESSOAL;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;63691.81;63691.81;64792.45;-1100.64;0
2168;3171303;01;261137;1002;-9;2018;8;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.39.71 - MANUTENÇÃO CONSERVAÇÃO DE EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;405;405;0;405;0
2169;3171303;02;261169;2004;2;2018;4;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;2093 - MANUT DO TRANSPORTE ESCOLAR  R P;;3.3.90.39.57 - TRANSPORTE ESCOLAR;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;0;4986.75;8175;-3188.25;-4986.75
2168;3171303;01;261135;1001;-9;2018;1;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4017 - MANUTENÇÃO DAS SESSÕES LEGISLATIVAS;;3.3.90.30.00 - MATERIAL DE CONSUMO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;125000;0;0;0;0;0;0;0
2170;3171303;03;261130;3004;-9;2018;4;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0448 - SERVICOS DE LIMPEZA E RESIDUOS SOLIDOS;8504 - MANUTENCAO SERVICOS LIMPEZA DO MUNICIPIO;;3.1.91.13.99 - OUTRAS OBRIGAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;9954.51;9817.11;9817.11;0;137.4
2169;3171303;02;261122;2016;-9;2018;1;20 - AGRICULTURA;602 - PROMOÇÃO DA PRODUÇÃO ANIMAL;0032 - PROMOVER A PRODUCAO ANIMAL;2195 - MANUT DO PROGRAMA PECUARIA LEITEIRA;;3.3.90.30.00 - MATERIAL DE CONSUMO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;2000;0;0;0;0;0;0;0
2169;3171303;02;261147;2003;1;2018;1;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;0020 - MANUT CONV CASA DE CARIDADE DE VICOSA HOSPSS;;3.3.50.41.00 - CONTRIBUIÇÕES;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;30000;0;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;3;10 - SAÚDE;305 - VIGILÂNCIA EPIDEMIOLÓGICA;0012 - CONTROLE DE DOENCAS TRANSMISSIVEIS;2080 - MANUT DAS ATIVIDADES DA VIGILANCIA EPIDEMIOLOGICA;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;15000;0;0;0;0;0
2170;3171303;03;261132;3002;-9;2018;8;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;-2856;3944;3944;0;-6800
2169;3171303;02;261156;2007;2;2018;7;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2155 - MANUTDO PISO SOCIAL ESPECIAL DE MEDIA COMPLEXIDAD;;3.1.90.13.03 - CONTRIBUIÇÃO PATRONAL PARA O INSS (EXCETO A INCIDENTE SOBRE O FUNDEB);129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;0;0;495.06;0;0;0;495.06
2169;3171303;02;261140;2003;2;2018;1;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2066 - MANUT DA ASSISTENCIA MEDICA E ODONTOLOGICA;;3.3.90.14.00 - DIÁRIAS - PESSOAL CIVIL;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;1000;0;0;0;0;0;0;0
2169;3171303;02;261153;2017;2;2018;2;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2129 - MANUTDOS BENSSERVICOS DA SEC DESENVCIENCIA TEC;;3.3.90.14.00 - DIÁRIAS - PESSOAL CIVIL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;4000;0;0;0;0;0;0
2171;3171303;04;261127;4001;-9;2018;9;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6001 - MANUTENCAO DAS ATIVIDADES DA ADMINISTRACAO;;3.3.90.39.15 - MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAMENTOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;262;1327;1327;0;-1065
2169;3171303;02;261151;2014;1;2018;11;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2178 - MANUT DOS BENSSERV DA DIRETORIA DE TRANSITO;;3.3.90.39.18 - MANUTENÇÃO E CONSERVAÇÃO DE ESTRADAS OU OUTRAS VIAS;157 - MULTAS DE TRÂNSITO;NÃO INFORMADO;0;0;0;0;0;41887.84;-41887.84;0
2168;3171303;01;261137;1002;-9;2018;5;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.39.12 - LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;2327.43;2327.43;0;-2327.43
2169;3171303;02;261151;2014;1;2018;7;15 - URBANISMO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2044 - MANUT BENSSERV DO DEPTO DE GESTAO DE FROTAS;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;198.37;225.97;-27.6;-198.37
2169;3171303;02;261167;2004;4;2018;1;12 - EDUCAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2190 - MANUTENCAO DO CONVENIO COM AABB COMUNIDADE;;3.1.90.11.00 - VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;20000;0;0;0;0;0;0;0
2170;3171303;03;261131;3001;-9;2018;9;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.39.48 - SERVIÇOS GRÁFICOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;74.1;74.1;0;-74.1
2170;3171303;03;261131;3001;-9;2018;1;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8505 - PROGRAMA COMBATE PERDAS DE AGUA E ENERGIA;;4.4.90.51.00 - OBRAS E INSTALAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;80000;0;0;0;0;0;0;0
2169;3171303;02;261146;2002;2;2018;12;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2035 - MANUTENCAO DOS BENSSERV DA SEC ADMINISTRACAO;;3.3.90.36.14 - LOCAÇÃO DE IMÓVEIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;-290;445;735;-290;-735
2169;3171303;02;261140;2003;2;2018;6;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2104 - MANUTENCAO DO NASF;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;0;58200;0;0;0;0;0;0
2169;3171303;02;261147;2003;1;2018;8;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;0019 - MANUT CISMIVCONSORC INT SAUDE DA MICRORREGIAO;;3.1.71.70.00 - RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;0;0;0;0;62967.33;62967.33;0;-62967.33
2169;3171303;02;261168;2004;3;2018;8;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2012 - REM DOS DEMAIS SERVICOS EDUCACIONAIS;;3.1.91.13.05 - OBRIGAÇÕES PATRONAIS REFERENTES AO FUNDEB (ATÉ 40%);119 - TRANSFERÊNCIAS DO FUNDEB PARA APLICAÇÃO EM OUTRAS DESPESAS DA EDUCAÇÃO BÁSICA;NÃO INFORMADO;0;0;0;8513.94;8513.94;0;8513.94;0
2169;3171303;02;261169;2004;2;2018;8;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2132 - REMUNERACAO DOS DEMAIS SERVICOS EDUCACIONAIS;;3.1.91.13.05 - OBRIGAÇÕES PATRONAIS REFERENTES AO FUNDEB (ATÉ 40%);101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;0;0;32733.33;-32733.33;0
2172;3171303;05;261145;5001;2;2018;8;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8008 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FP;;3.3.90.39.65 - SERVIÇOS DE CÓPIAS E REPRODUÇÃO DE DOCUMENTOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;344.07;30.15;313.92;-344.07
2168;3171303;01;261137;1002;-9;2018;1;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4018 - PUBLICIDADE OFICIAL E INSTITUCIONAL;;3.3.90.39.68 - SERVIÇOS DE PUBLICIDADE E PROPAGANDA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;120000;0;0;0;120000
2169;3171303;02;261114;2011;-9;2018;1;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2019 - MANUTENCAO DO SUBSIDIO DO SEC DE FINANCAS;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;2442.24;2442.24;0;2442.24;0
2169;3171303;02;261108;2005;-9;2018;1;15 - URBANISMO;452 - SERVIÇOS URBANOS;0029 - MELHORAR PLANEJAMENTO E SERVICOS URBANOS DA CIDADE;2137 - MANUT DAS VIAS URBANASCALCADASCICLOVIAS ETCRP;;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;10000;0;10000;0;0;0;0;0
2169;3171303;02;261153;2017;2;2018;11;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2029 - MANUTDAS ATIV DA SEC DE DESENVOLVIMENTOPESSOAL;;3.3.90.49.00 - AUXÍLIO-TRANSPORTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1238.4;1238.4;1728;-489.6;0
2169;3171303;02;261140;2003;2;2018;10;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2082 - MANUTDAS ATIIV DO CENTESTATENCAO ESPECIALIZADA;;3.3.90.39.64 - SERVIÇOS BANCÁRIOS;155 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE SAÚDE;NÃO INFORMADO;0;0;0;50;82.42;82.42;0;-32.42
2169;3171303;02;261114;2011;-9;2018;2;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2020 - MANUTENCAO DAS ATIV DA SEC FINANCAS  PESSOAL;;3.1.90.11.03 - PESSOAL DE CARGO EFETIVO (VINCULADO AO RPPS), EXCETO FUNDEB;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;6006.91;6006.91;6006.91;0;0
2172;3171303;05;261144;5002;2;2018;5;09 - PREVIDÊNCIA SOCIAL;272 - PREVIDÊNCIA DO REGIME ESTATUTÁRIO;0902 - GESTAO PREVIDENCIARIA DO FUNDO PREVIDENCIARIO;8022 - MANUTENCAO DO AUXILIO DOENCA  FP;;3.1.90.05.01 - OUTROS BENEFÍCIOS PREVIDENCIÁRIOS DE PESSOAL ATIVO;103 - CONTRIBUIÇÃO PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL (RPPS): PATRONAL, DOS SERVIDORES, COMPENSAÇÃO FINANCEIRA;NÃO INFORMADO;0;0;0;5750.14;5750.14;5750.14;0;0
2168;3171303;01;261137;1002;-9;2018;1;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4015 - MANUTENÇÃO DA  ESTRUTURA DA SEDE DA CÂMARA;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;10000;0;0;0;0;0;0;0
2169;3171303;02;261108;2005;-9;2018;6;15 - URBANISMO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2043 - MANUT DOS BENSSERV DA SECRETARIA DE OBRAS;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;50000;0;0;0;0;0;0
2168;3171303;01;261137;1002;-9;2018;12;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4018 - PUBLICIDADE OFICIAL E INSTITUCIONAL;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;-1481.91;265.77;265.77;0;-1747.68
2170;3171303;03;261131;3001;-9;2018;8;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;10438.8;755;755;0;9683.8
2169;3171303;02;261151;2014;1;2018;9;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2033 - HOSPEDAGENS, RECEPCOES E HOMENAGENS;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;3615;0;0;0;3615
2169;3171303;02;261140;2003;2;2018;3;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2098 - MANUTENCAO DAS ATIVIDADES DOS ACS;;3.1.90.13.00 - OBRIGAÇÕES PATRONAIS;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;0;0;5000;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;1;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2155 - MANUTDO PISO SOCIAL ESPECIAL DE MEDIA COMPLEXIDAD;;3.1.90.13.00 - OBRIGAÇÕES PATRONAIS;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;1;10 - SAÚDE;303 - SUPORTE PROFILÁTICO E TERAPÊUTICO;0011 - GARANTIR O ACESSO DA POPULACAO AOS MEDICAMENTOS;2077 - MANUT DA FARMACIA POPULAR DO BRASIL;;3.1.90.13.00 - OBRIGAÇÕES PATRONAIS;151 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ASSISTÊNCIA FARMACÊUTICA;NÃO INFORMADO;5000;0;0;0;0;0;0;0
